Year,Attribute,Value
1993,"Capital: Service buildings: Quantity (million, $2015)",7910.487585
1993,"Capital: Land: Price (index, 2015=1)",0.481955236
1993,"Capital: Land: Quantity (million, $2015)",60344.09173
1993,"Capital: Inventories: Price (index, 2015=1)",0.70423848
1993,"Capital: Inventories: Quantity (million, $2015)",5396.980051
1993,"Labor: All labor: Price (index, 2015=1)",0.437925434
1993,"Labor: All labor: Quantity (million, $2015)",83591.76855
1993,"Labor: Hired labor: Price (index, 2015=1)",0.464787468
1993,"Labor: Hired labor: Quantity (million, $2015)",30521.47697
1993,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.423527978
1993,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",52938.56058
1993,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.500349281
1993,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",196800.0596
1993,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.468545327
1993,"Intermediate goods: Feed and seed: Quantity (million, $2015)",88239.86715
1993,"Intermediate goods: Energy: Price (index, 2015=1)",0.291937359
1993,"Intermediate goods: Energy: Quantity (million, $2015)",27497.0049
1993,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.456592166
1993,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",18389.01676
1993,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.905974856
1993,"Intermediate goods: Pesticides: Quantity (million, $2015)",7416.951977
1993,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.592205176
1993,"Intermediate goods: Purchased services: Quantity (million, $2015)",51783.12937
1993,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.624209872
1993,"Intermediate goods: Other intermediate: Quantity (million, $2015)",5310.549882
1994,"Total output: Price (index, 2015=1)",0.637634494
1994,"Total output: Quantity (million, $2015)",330984.0535
1994,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.565653933
1994,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",135465.7998
1994,"Livestock and products: Meat animals: Price (index, 2015=1)",0.478698197
1994,"Livestock and products: Meat animals: Quantity (million, $2015)",76299.63106
1994,"Livestock and products: Dairy: Price (index, 2015=1)",0.765563259
1994,"Livestock and products: Dairy: Quantity (million, $2015)",26102.8031
1994,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.561388836
1994,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",32935.29334
1994,"Crops: All crops: Price (index, 2015=1)",0.685332675
1994,"Crops: All crops: Quantity (million, $2015)",177795.1099
1994,"Crops: Food grains: Price (index, 2015=1)",0.770012039
1994,"Crops: Food grains: Quantity (million, $2015)",14412.87935
1994,"Crops: Feed crops: Price (index, 2015=1)",0.666927307
1994,"Crops: Feed crops: Quantity (million, $2015)",65853.32466
1994,"Crops: Oil crops: Price (index, 2015=1)",0.640635827
1994,"Crops: Oil crops: Quantity (million, $2015)",27013.71281
1994,"Crops: Vegetables and melons: Price (index, 2015=1)",0.576551845
1994,"Crops: Vegetables and melons: Quantity (million, $2015)",24368.47461
1994,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.449575154
1994,"Crops: Fruits and tree nuts: Quantity (million, $2015)",22967.63934
1994,"Crops: Other crops 2/: Price (index, 2015=1)",0.900180099
1994,"Crops: Other crops 2/: Quantity (million, $2015)",27743.09557
1994,"Farm-related output 3/: Price (index, 2015=1)",0.64769668
1994,"Farm-related output 3/: Quantity (million, $2015)",19409.22194
1994,"Total farm inputs: Price (index, 2015=1)",0.5279538
1994,"Total farm inputs: Quantity (million, $2015)",399744.9198
1994,"Capital: All capital: Price (index, 2015=1)",0.650985627
1994,"Capital: All capital: Quantity (million, $2015)",95367.39201
1994,"Capital: Durable equipment: Price (index, 2015=1)",0.7941742
1994,"Capital: Durable equipment: Quantity (million, $2015)",20369.3295
1994,"Capital: Service buildings: Price (index, 2015=1)",1.17110415
1994,"Capital: Service buildings: Quantity (million, $2015)",7726.239222
1994,"Capital: Land: Price (index, 2015=1)",0.542278286
1994,"Capital: Land: Quantity (million, $2015)",60570.599
1994,"Capital: Inventories: Price (index, 2015=1)",0.777545202
1994,"Capital: Inventories: Quantity (million, $2015)",5159.383796
1994,"Labor: All labor: Price (index, 2015=1)",0.461273482
1994,"Labor: All labor: Quantity (million, $2015)",96360.85295
1994,"Labor: Hired labor: Price (index, 2015=1)",0.485417008
1994,"Labor: Hired labor: Quantity (million, $2015)",29727.01772
1994,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.448213833
1994,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",66974.07347
1994,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.512228029
1994,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",204040.6531
1994,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.486179785
1994,"Intermediate goods: Feed and seed: Quantity (million, $2015)",89540.05826
1994,"Intermediate goods: Energy: Price (index, 2015=1)",0.283069935
1994,"Intermediate goods: Energy: Quantity (million, $2015)",28244.76215
1994,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.491561538
1994,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",18669.32072
1994,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.833601007
1994,"Intermediate goods: Pesticides: Quantity (million, $2015)",8660.717705
1994,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.61001957
1994,"Intermediate goods: Purchased services: Quantity (million, $2015)",53671.49068
1994,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.633547492
1994,"Intermediate goods: Other intermediate: Quantity (million, $2015)",6077.160313
1995,"Total output: Price (index, 2015=1)",0.657811771
1995,"Total output: Quantity (million, $2015)",313700.0851
1995,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.545310141
1995,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",138046.6663
1995,"Livestock and products: Meat animals: Price (index, 2015=1)",0.450259059
1995,"Livestock and products: Meat animals: Quantity (million, $2015)",76918.73327
1995,"Livestock and products: Dairy: Price (index, 2015=1)",0.752706884
1995,"Livestock and products: Dairy: Quantity (million, $2015)",26410.82662
1995,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.557559594
1995,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",34172.35254
1995,"Crops: All crops: Price (index, 2015=1)",0.740414642
1995,"Crops: All crops: Quantity (million, $2015)",157987.0492
1995,"Crops: Food grains: Price (index, 2015=1)",0.881236128
1995,"Crops: Food grains: Quantity (million, $2015)",13394.99492
1995,"Crops: Feed crops: Price (index, 2015=1)",0.729906539
1995,"Crops: Feed crops: Quantity (million, $2015)",53965.71455
1995,"Crops: Oil crops: Price (index, 2015=1)",0.652062687
1995,"Crops: Oil crops: Quantity (million, $2015)",23356.05365
1995,"Crops: Vegetables and melons: Price (index, 2015=1)",0.649014295
1995,"Crops: Vegetables and melons: Quantity (million, $2015)",23085.62864
1995,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.518202751
1995,"Crops: Fruits and tree nuts: Quantity (million, $2015)",21371.95911
1995,"Crops: Other crops 2/: Price (index, 2015=1)",0.91420694
1995,"Crops: Other crops 2/: Quantity (million, $2015)",26592.62033
1995,"Farm-related output 3/: Price (index, 2015=1)",0.650298238
1995,"Farm-related output 3/: Quantity (million, $2015)",21684.5691
1995,"Total farm inputs: Price (index, 2015=1)",0.510465311
1995,"Total farm inputs: Quantity (million, $2015)",404250.0127
1995,"Capital: All capital: Price (index, 2015=1)",0.513428784
1995,"Capital: All capital: Quantity (million, $2015)",94914.35528
1995,"Capital: Durable equipment: Price (index, 2015=1)",0.825417251
1995,"Capital: Durable equipment: Quantity (million, $2015)",19760.43409
1995,"Capital: Service buildings: Price (index, 2015=1)",1.006569713
1995,"Capital: Service buildings: Quantity (million, $2015)",7541.876976
1995,"Capital: Land: Price (index, 2015=1)",0.339686259
1995,"Capital: Land: Quantity (million, $2015)",60843.51262
1995,"Capital: Inventories: Price (index, 2015=1)",0.747698833
1995,"Capital: Inventories: Quantity (million, $2015)",5566.450713
1995,"Labor: All labor: Price (index, 2015=1)",0.47583111
1995,"Labor: All labor: Quantity (million, $2015)",96844.3064
1995,"Labor: Hired labor: Price (index, 2015=1)",0.500739382
1995,"Labor: Hired labor: Quantity (million, $2015)",30794.46228
1995,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.462358039
1995,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",66315.56337
1995,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.534988772
1995,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",208494.6797
1995,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.494076003
1995,"Intermediate goods: Feed and seed: Quantity (million, $2015)",93290.45614
1995,"Intermediate goods: Energy: Price (index, 2015=1)",0.283376559
1995,"Intermediate goods: Energy: Quantity (million, $2015)",29629.06326
1995,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.67696437
1995,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",14814.82548
1995,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.830091086
1995,"Intermediate goods: Pesticides: Quantity (million, $2015)",9298.586782
1995,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.624914179
1995,"Intermediate goods: Purchased services: Quantity (million, $2015)",55983.47234
1995,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.650583462
1995,"Intermediate goods: Other intermediate: Quantity (million, $2015)",6641.586589
1996,"Total output: Price (index, 2015=1)",0.693328431
1996,"Total output: Quantity (million, $2015)",328730.2158
1996,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.587786575
1996,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",137461.2375
1996,"Livestock and products: Meat animals: Price (index, 2015=1)",0.456066392
1996,"Livestock and products: Meat animals: Quantity (million, $2015)",73963.57627
1996,"Livestock and products: Dairy: Price (index, 2015=1)",0.869536161
1996,"Livestock and products: Dairy: Quantity (million, $2015)",26203.64515
1996,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.620248355
1996,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",36220.6313
1996,"Crops: All crops: Price (index, 2015=1)",0.771467218
1996,"Crops: All crops: Quantity (million, $2015)",171549.1597
1996,"Crops: Food grains: Price (index, 2015=1)",0.868291885
1996,"Crops: Food grains: Quantity (million, $2015)",13861.57677
1996,"Crops: Feed crops: Price (index, 2015=1)",0.777568926
1996,"Crops: Feed crops: Quantity (million, $2015)",63112.99496
1996,"Crops: Oil crops: Price (index, 2015=1)",0.765878475
1996,"Crops: Oil crops: Quantity (million, $2015)",25236.42511
1996,"Crops: Vegetables and melons: Price (index, 2015=1)",0.603692892
1996,"Crops: Vegetables and melons: Quantity (million, $2015)",23870.86411
1996,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.555207951
1996,"Crops: Fruits and tree nuts: Quantity (million, $2015)",21439.89288
1996,"Crops: Other crops 2/: Price (index, 2015=1)",0.913330785
1996,"Crops: Other crops 2/: Quantity (million, $2015)",27811.99087
1996,"Farm-related output 3/: Price (index, 2015=1)",0.670483626
1996,"Farm-related output 3/: Quantity (million, $2015)",22037.2002
1996,"Total farm inputs: Price (index, 2015=1)",0.600436622
1996,"Total farm inputs: Quantity (million, $2015)",379587.1143
1996,"Capital: All capital: Price (index, 2015=1)",0.694388939
1996,"Capital: All capital: Quantity (million, $2015)",93709.43445
1996,"Capital: Durable equipment: Price (index, 2015=1)",0.81281249
1996,"Capital: Durable equipment: Quantity (million, $2015)",19172.56855
1996,"Capital: Service buildings: Price (index, 2015=1)",0.96360822
1996,"Capital: Service buildings: Quantity (million, $2015)",7369.286663
1996,"Capital: Land: Price (index, 2015=1)",0.633687099
1996,"Capital: Land: Quantity (million, $2015)",61074.73696
1996,"Capital: Inventories: Price (index, 2015=1)",0.691299735
1996,"Capital: Inventories: Quantity (million, $2015)",5328.677652
1996,"Labor: All labor: Price (index, 2015=1)",0.517698805
1996,"Labor: All labor: Quantity (million, $2015)",89669.10351
1996,"Labor: Hired labor: Price (index, 2015=1)",0.544798797
1996,"Labor: Hired labor: Quantity (million, $2015)",29409.02236
1996,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.50304022
1996,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",60431.72391
1996,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.606073209
1996,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",192098.2823
1996,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.579248991
1996,"Intermediate goods: Feed and seed: Quantity (million, $2015)",84293.75488
1996,"Intermediate goods: Energy: Price (index, 2015=1)",0.308473583
1996,"Intermediate goods: Energy: Quantity (million, $2015)",29638.8816
1996,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.705094491
1996,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",15499.9339
1996,"Intermediate goods: Pesticides: Price (index, 2015=1)",1.44633984
1996,"Intermediate goods: Pesticides: Quantity (million, $2015)",5889.608213
1996,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.641408173
1996,"Intermediate goods: Purchased services: Quantity (million, $2015)",54712.96513
1996,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.664100907
1996,"Intermediate goods: Other intermediate: Quantity (million, $2015)",5895.34185
1997,"Total output: Price (index, 2015=1)",0.666320352
1997,"Total output: Quantity (million, $2015)",341818.7736
1997,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.588531492
1997,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",140192.5193
1997,"Livestock and products: Meat animals: Price (index, 2015=1)",0.496613193
1997,"Livestock and products: Meat animals: Quantity (million, $2015)",75306.64211
